lat,lon,emission
64.7,-18.7,0.0251423
46.2,1.6,2860.77
53.1,20.4,5176.66
43.6,0.1,1804.48
44.9,7.2,12972.2
58.1,27.9,24.9871
51.8,18.4,4673.58
46.1,12.0,9168.99
49.0,6.5,6316.84
45.0,39.8,2281.97
59.4,23.8,4.25965
45.5,38.7,2518.01
50.9,39.9,1151.87
56.8,31.3,23.1034
46.8,8.0,1802.83
55.9,24.5,1888.0
46.9,23.8,9017.59
49.3,5.6,3592.66
62.7,27.5,4377.77
64.4,31.1,1.7452
51.1,17.1,29424.2
59.1,15.5,7642.42
40.0,16.4,3614.91
40.7,-6.2,1150.76
63.8,38.1,36.4809
58.7,14.8,168546.0
40.4,30.1,10316.8
42.7,24.6,2814.02
53.7,-8.9,799.296
55.5,13.7,3804.64
52.0,22.3,4819.1
47.8,32.4,1961.01
49.4,3.1,6730.67
42.4,-3.6,1326.96
45.2,15.6,1225.3
41.0,-1.2,334.425
52.2,5.7,8381.2
45.0,-69.9,2179.25
40.4,21.9,1595.59
53.5,30.1,1290.27
51.8,37.2,1597.29
46.8,20.1,9630.35
44.1,17.6,10238.2
41.9,12.9,8268.48
42.8,19.6,770.298
49.2,-54.5,923.286
69.3,32.8,623.425
40.1,-7.6,6293.98
47.7,-67.2,54.128
45.5,28.9,2513.3
53.5,13.5,3817.85
41.6,21.7,4919.77
62.1,5.9,1260.79
45.3,20.3,19718.4
54.8,10.4,7454.51
63.0,16.5,1210.4
52.3,-1.2,6519.74
47.0,6.3,3660.2
54.8,30.7,116.982
50.1,6.8,12229.8
61.2,30.1,30.779
60.1,5.2,384.088
42.1,-8.9,22375.4
52.3,28.7,1270.52
58.8,25.5,3881.12
41.2,36.3,2745.95
63.2,11.9,2.86906
43.1,-8.5,3800.67
57.8,16.2,981.322
61.0,16.5,188.709
53.0,18.6,29994.4
53.5,16.5,1847.07
62.6,15.5,10.2559
52.7,31.7,430.241
61.4,24.1,6953.36
43.6,17.0,1933.43
44.3,28.4,11984.3
60.9,24.7,1255.94
43.7,23.2,9679.28
63.3,21.9,45.914
61.9,28.4,158.047
40.5,-1.4,1040.87
45.3,23.4,1023.76
67.5,33.2,65.3657
53.7,9.4,13984.3
57.8,14.0,4138.05
44.6,6.1,4658.37
52.8,39.2,1392.54
45.9,-0.2,2655.28
60.7,21.9,2283.61
45.4,28.6,1107.39
46.4,28.8,9841.32
60.8,25.6,5778.35
60.2,17.6,2390.58
44.6,39.3,271.723
48.6,-64.3,1408.37
58.2,11.7,1864.45
52.8,1.1,3772.57
63.2,14.5,1115.43
40.7,36.8,2054.24
54.5,25.3,17920.9
46.0,2.4,2919.04
64.5,25.5,996.788
48.7,31.3,2328.56
49.4,9.9,5730.58
47.9,19.1,12249.4
53.3,24.5,3585.58
56.2,38.3,204.237
58.2,-6.4,7375.67
51.9,7.6,152028.0
61.5,26.2,455.398
65.9,13.3,362.6
54.2,-1.8,1689.93
43.2,26.5,18790.6
44.8,10.7,17378.7
41.0,22.1,3194.2
56.4,39.9,750.705
43.8,18.4,8284.1
47.5,35.5,1983.09
51.2,-68.2,285.273
55.0,9.7,13104.7
59.1,36.1,82.5331
59.9,6.1,19.8637
43.5,39.9,1115.93
49.9,19.9,23874.2
47.1,24.8,1253.0
49.5,25.3,4413.78
50.1,31.9,2249.64
47.6,15.1,618.708
51.7,-56.7,326.91
40.9,21.0,1090.46
53.5,37.6,1121.57
69.2,17.3,305.93
51.7,35.1,1032.56
45.5,20.1,7915.2
48.5,-3.9,16928.7
40.5,37.7,2065.14
67.1,27.4,22.0637
43.5,-3.5,1.84164
50.8,16.6,5497.69
51.3,17.5,2087.56
52.3,22.6,2524.12
55.0,-4.2,1378.71
42.1,19.7,645.232
52.5,11.4,4450.45
50.6,37.5,1577.22
60.7,29.0,22.1818
51.9,19.8,4280.84
66.1,-20.3,7.49303
59.1,31.4,129.521
62.3,17.1,5211.93
58.3,10.1,7.91565
53.6,35.2,157.825
52.6,18.3,6930.27
63.2,29.8,40.3747
59.3,7.7,497.678
59.9,37.6,50.1349
60.5,21.4,591.435
42.9,13.2,327.215
65.4,-14.7,25.2604
47.1,-66.0,0.722796
63.8,-19.9,7.49275
53.0,14.7,2503.25
40.9,32.7,4198.01
56.8,13.2,319.894
50.6,12.7,17652.0
59.1,32.6,0.793273
52.0,24.7,506.359
51.5,38.8,1430.09
67.4,21.0,80.5513
61.7,26.8,253.131
66.7,24.0,4498.75
45.0,13.8,4334.91
43.4,-3.4,1738.49
58.7,39.3,131.739
58.0,-3.9,1301.48
49.5,7.5,7690.88
61.2,16.1,128.152
51.4,12.2,12495.9
40.0,19.5,1.13818
40.3,0.3,2959.6
69.1,29.1,244.418
65.2,27.2,77.6424
60.2,26.1,50.088
51.7,8.7,41776.1
49.9,23.7,1492.67
52.5,26.1,361.774
59.7,36.0,36.3517
48.7,38.7,1004.41
51.6,34.7,1039.95
65.6,-20.9,34.2107
53.1,21.2,2757.93
59.9,19.9,27.5762
44.7,27.8,3984.34
43.3,14.3,0.421344
57.9,7.6,649.946
50.2,24.2,3657.4
52.0,36.0,1349.87
47.6,30.7,1398.9
51.8,0.6,11913.9
65.3,20.9,566.203
53.4,27.2,5154.58
54.7,39.8,2133.08
46.6,-68.3,631.76
49.0,23.8,5935.27
48.8,37.2,2055.47
45.6,-68.7,26313.0
40.2,33.4,4963.36
51.9,12.8,2298.36
51.8,21.6,10790.2
49.8,39.5,1174.54
45.7,16.5,4186.99
41.2,-6.3,302.811
55.8,38.2,3795.56
53.6,35.4,74.7832
48.5,30.4,2341.51
66.1,13.5,104.703
48.0,2.6,10388.2
57.0,31.7,26.178
63.3,17.2,769.826
52.8,23.8,623.509
68.3,16.5,294.052
63.5,24.5,337.048
46.7,-65.7,72.1841
62.7,14.6,117.354
48.3,12.3,6295.69
56.9,13.3,572.573
49.8,6.1,64995.8
49.9,0.9,1665.17
58.6,8.6,507.258
49.3,31.3,2840.85
44.7,-3.6,0.510421
53.2,25.4,1046.36
41.0,0.3,2442.56
45.6,-60.8,1195.47
52.7,12.7,3243.67
50.1,4.2,3944.67
53.2,38.7,1233.88
42.7,22.8,2701.4
47.9,3.4,7840.23
44.3,33.9,1329.02
65.0,-13.5,0.00866239
63.0,8.3,523.733
54.7,38.5,464.418
69.0,19.8,107.832
58.3,26.2,1035.01
63.0,26.7,261.123
69.0,34.7,0.634619
52.5,21.1,2524.47
54.9,-7.3,7045.53
66.8,25.0,36.8611
40.7,34.5,2125.1
51.5,30.5,676.79
53.4,34.5,47.5171
40.0,32.5,14245.2
40.1,15.0,2684.87
45.6,25.4,23008.9
47.6,35.0,3954.28
51.7,37.5,1426.25
61.6,13.2,1162.29
50.1,20.2,9799.13
48.0,19.1,9216.77
55.2,26.8,1294.55
48.6,7.4,12614.6
65.2,34.5,0.00249691
63.7,11.5,3484.02
53.5,22.4,1152.5
46.0,26.9,310.724
56.5,-61.9,154.519
60.2,36.2,12.0322
61.7,11.7,228.994
45.3,5.8,3675.99
62.7,35.0,4.60098
44.8,1.5,3768.89
55.8,-5.7,330.652
65.4,21.8,717.397
65.2,-21.1,8.31029
65.9,22.1,2150.34
52.4,21.0,10959.2
42.6,1.3,76.6599
56.8,30.9,1.90386
46.6,20.3,6680.36
54.5,33.1,1470.03
46.0,-64.9,28970.1
40.5,38.0,5435.46
62.7,27.2,16.5869
46.3,26.8,3184.54
60.9,24.3,10474.9
45.7,6.6,271.562
56.0,13.0,2504.11
60.2,5.7,1293.51
67.4,21.1,135.832
54.3,21.0,857.057
61.2,23.1,641.724
63.7,-22.8,0.0835976
54.3,23.7,2660.1
52.1,-3.7,500.238
50.4,-62.8,1.12788
50.3,39.7,1306.52
51.3,-0.2,20396.6
47.0,12.5,2020.53
62.2,29.6,718.679
57.9,28.3,60.6359
43.9,20.9,20264.0
54.3,-5.6,3808.95
59.9,9.6,387.336
68.2,40.0,0.00109563
66.2,-18.4,0.00722383
64.8,30.1,2969.73
46.9,20.3,6550.65
47.2,10.9,17887.7
47.1,37.9,2392.69
64.9,31.6,2.85578
48.9,0.6,4368.68
45.2,2.6,3562.4
51.0,16.0,1868.35
51.0,23.9,883.241
47.4,-53.6,4532.44
45.2,19.2,6406.76
51.3,38.7,1281.61
53.1,4.9,122.578
62.7,27.3,85.4871
47.7,39.7,1466.7
54.8,38.6,947.609
68.8,37.4,0.00583757
51.6,29.4,242.838
50.8,-3.7,2292.5
48.1,9.6,7101.58
45.9,15.5,10595.5
53.8,7.9,0.582922
45.5,-0.8,5186.45
46.1,27.0,7873.75
47.7,21.9,9693.63
44.8,21.0,7926.79
51.9,24.7,1188.11
53.1,14.0,2922.87
57.1,-2.2,16777.6
61.3,21.8,411.569
49.4,22.4,4354.74
46.1,19.6,42847.2
47.4,12.7,6252.59
62.9,34.4,192.619
62.5,7.3,203.249
47.2,-53.7,359.191
54.6,36.3,664.864
50.3,15.5,8647.58
47.0,5.0,4775.52
46.0,5.5,2992.06
45.6,33.7,2085.86
51.3,26.3,3676.29
52.9,30.9,797.897
50.6,18.1,8481.64
53.7,23.2,775.129
56.3,33.8,157.726
55.2,36.1,566.658
54.7,12.8,13.0835
45.7,17.0,6078.95
64.3,16.5,21.5374
55.0,34.1,39.4436
66.2,21.9,143.734
49.0,4.4,5504.94
53.6,22.5,2523.17
52.5,39.3,1297.23
43.4,25.4,6782.45
69.0,15.5,419.082
65.2,14.1,16.3166
56.2,-3.4,3165.08
45.1,24.0,10490.2
55.7,-6.3,907.389
56.8,13.1,270.891
46.5,13.4,1960.44
60.1,21.9,1100.31
61.5,30.5,4.60098
46.7,31.1,2424.95
59.6,35.1,10.3612
43.4,-8.0,4790.08
66.3,35.5,0.00114106
64.2,23.8,2515.13
47.8,26.5,4289.17
65.1,-14.2,35.2499
42.5,18.4,2507.53
49.3,-5.3,0.520974
42.4,3.0,102.081
40.9,39.4,2201.0
46.9,9.8,704.708
43.9,5.7,9472.71
43.6,-9.1,0.531031
62.3,15.2,470.382
40.7,37.0,1675.57
46.9,17.7,4151.72
57.6,16.5,140.143
55.0,-4.5,169.564
49.8,16.3,10941.8
66.9,18.6,81.828
52.4,-1.1,4857.43
62.7,16.7,1575.07
50.6,20.7,11085.6
40.6,34.0,1132.17
51.2,11.9,16034.3
48.3,12.7,7981.85
69.3,25.8,708.606
47.1,33.8,1617.91
49.5,36.5,3738.02
46.5,29.8,5632.56
53.7,26.1,1641.36
44.9,-0.3,26785.5
65.6,-16.3,30.5449
61.5,31.6,61.3993
41.0,37.3,1021.3
53.2,25.2,1761.9
50.3,2.1,6434.78
60.0,32.4,11.1058
56.0,28.9,4.21641
40.5,34.0,1757.71
54.2,25.6,748.132
47.2,33.4,2233.36
51.0,27.4,730.031
53.0,20.7,3396.93
63.7,-22.6,0.188579
69.7,31.3,3.18429
63.4,30.4,3.45189
58.1,39.4,303.469
47.0,0.8,6002.99
56.6,22.8,2087.06
65.3,22.0,9.23033
43.6,-4.8,0.56109
44.2,27.8,3169.86
44.5,9.3,1430.21
48.0,23.3,4302.23
55.6,8.3,5869.59
46.6,19.1,2679.26
66.1,22.5,137.409
43.7,22.7,4225.96
60.2,33.0,33.3997
60.1,10.0,212.123
47.9,38.2,2435.24
53.0,4.7,3979.31
42.9,27.8,2383.07
56.5,27.1,2502.34
65.9,38.3,0.000303914
52.6,32.7,755.035
41.6,1.3,2794.47
66.1,-17.9,0.776037
50.3,36.6,1691.68
55.1,38.1,844.278
45.9,-69.2,552.509
60.3,23.4,1449.51
63.8,25.5,323.253
51.2,11.4,8525.58
45.0,22.8,7720.22
55.1,22.2,1381.14
49.4,4.5,4415.71
44.6,27.2,3536.8
45.4,-66.7,40.6147
54.1,25.4,456.732
52.0,15.2,1044.81
65.6,16.4,61.9485
63.8,34.1,4.60098
51.6,27.7,243.894
62.3,25.1,807.584
40.7,24.1,324.459
43.4,24.5,31108.1
48.2,12.0,8319.59
49.5,36.6,2355.3
40.8,37.8,6119.43
56.3,-5.6,373.171
61.0,14.9,17.4351
61.5,24.3,738.674
63.2,23.5,839.54
48.4,32.6,1710.41
47.8,8.2,5475.51
51.5,31.6,1190.94
48.0,19.9,12341.7
40.5,32.8,1200.31
52.6,37.3,1260.86
66.1,33.7,0.475964
60.4,39.9,34.3599
56.0,-4.5,1742.6
48.4,38.0,3288.76
45.9,21.1,8515.98
43.7,-1.0,11733.8
61.7,13.5,55.2467
45.4,38.1,1048.8
46.8,15.6,8272.36
51.3,27.1,737.915
59.7,27.9,0.00488159
51.3,35.3,1542.02
50.9,39.1,1400.77
57.4,25.0,236.007
50.2,39.3,1521.35
53.1,24.0,4404.84
40.4,31.1,4029.92
49.7,26.4,3109.72
48.8,-69.8,2.18927
52.6,17.0,4198.53
40.0,34.4,6051.8
41.8,24.7,1307.62
56.8,27.9,281.977
49.1,31.7,1726.37
43.9,19.8,4160.71
49.6,39.2,1849.43
45.4,28.9,1178.24
59.2,10.4,31328.6
49.6,28.7,2445.3
55.5,-2.2,1291.64
68.3,14.0,185.572
51.1,14.4,23917.4
49.5,22.6,1255.69
45.2,11.7,41839.4
69.7,30.9,0.00796909
59.2,30.5,67.4282
61.8,30.1,72.5839
60.1,16.2,6793.92
53.8,35.1,276.957
46.9,22.2,4287.83
40.8,2.2,0.382337
50.2,28.1,793.44
42.4,9.5,5037.43
56.4,39.4,533.843
43.9,24.0,10540.9
56.3,12.8,7071.71
49.5,-1.3,2426.99
55.0,23.4,3913.61
42.4,-6.6,414.958
54.9,27.5,837.786
50.4,19.5,8627.35
43.6,0.9,4858.12
41.2,-2.3,2461.39
52.9,6.0,4705.99
50.3,-3.7,2966.82
57.0,-5.8,22.0082
44.4,12.2,193523.0
56.6,11.1,9.57235
40.6,29.3,9136.53
50.1,19.7,11480.8
56.1,10.0,24376.1
50.5,33.3,2232.36
41.7,2.6,10218.6
45.9,-67.8,347.867
57.7,-2.2,341.592
43.5,-66.4,11.9659
66.1,21.4,168.864
48.4,-64.7,4.24799
47.5,15.2,6953.45
47.5,29.1,2108.25
49.3,26.3,3767.81
40.9,-1.7,693.098
42.3,24.8,4841.82
64.1,24.1,671.74
62.3,33.7,8.72601
47.9,1.7,5385.81
60.5,30.4,204.739
69.1,20.3,65.9759
47.2,1.3,10886.8
57.3,-6.2,294.967
41.1,34.9,349.21
42.2,-1.3,2105.9
49.2,2.2,14025.2
64.0,9.8,134.652
66.0,28.5,325.551
47.9,3.0,5359.07
61.8,17.0,1588.08
65.9,-17.9,7.47187
62.4,16.0,1680.5
57.1,31.7,1.26924
54.5,31.0,636.8
55.1,8.8,3474.67
53.8,8.5,2164.26
45.6,2.4,3841.87
58.8,14.5,149.536
52.2,7.2,6612.76
50.2,26.5,647.422
51.5,-4.0,1580.51
52.9,12.0,2592.42
42.4,23.0,2533.11
49.5,18.7,12721.9
65.6,28.5,85.567
52.2,-3.7,133.334
45.1,36.1,3031.52
40.9,0.8,8097.61
53.6,34.6,199.167
40.4,16.1,2876.86
49.5,31.5,796.666
47.1,2.8,3167.07
51.8,16.3,6421.15
43.8,-69.3,67.8399
41.8,12.2,14606.9
58.5,33.9,31.5874
60.8,14.6,1043.78
44.9,28.0,4005.91
40.6,1.5,0.376043
48.0,-1.2,9291.31
50.5,28.8,1380.69
44.9,11.3,12276.3
62.1,16.4,82.7659
44.1,6.8,425.663
57.4,10.1,7793.25
43.5,10.4,8934.4
58.8,36.2,45.6451
63.6,10.2,1343.93
56.8,36.7,125.663
52.8,-8.8,995.862
69.7,30.4,90.387
69.4,32.1,56.957
50.2,14.5,33830.3
44.3,-69.8,11470.6
66.7,27.0,457.061
65.1,-13.4,0.00296108
61.4,30.1,15.2308
62.2,39.3,38.1698
49.5,31.4,1506.39
50.2,-64.6,161.397
47.3,26.3,12813.1
61.0,36.0,2.06251
61.3,32.2,2.69713
44.9,3.8,6931.55
64.1,20.1,701.11
42.1,14.3,16534.9
58.4,13.5,1279.28
67.6,15.1,30.505
44.7,-65.3,103.038
50.9,23.0,2992.53
63.9,20.5,8388.69
48.8,16.7,9527.15
67.9,34.7,4.28368
46.3,23.8,11667.7
63.2,7.5,1.10453
61.7,15.5,463.987
51.7,-1.8,4495.66
43.3,26.4,4132.86
54.3,39.7,944.472
64.2,29.6,26.3964
44.7,-65.6,1814.37
55.5,-3.4,406.786
46.0,19.1,3754.6
46.0,20.3,1049.42
46.4,14.8,5035.34
40.3,-3.3,5035.51
44.7,-63.3,5305.56
67.1,28.5,106.927
40.5,37.3,3100.0
43.5,10.9,11432.3
64.2,-19.7,0.0251423
61.2,7.7,2510.46
65.6,-13.8,0.00229929
41.8,15.8,5682.41
46.7,11.6,22588.9
52.9,17.3,6615.89
40.2,22.4,12339.0
45.1,2.4,2978.89
58.4,30.7,79.6756
49.7,-57.0,312.422
41.2,27.3,5736.08
56.9,13.1,852.553
52.3,-56.1,329.638
56.3,39.4,665.09
46.9,26.5,10229.8
53.1,13.5,2564.59
48.5,14.4,9107.37
50.1,5.5,3274.94
53.5,29.6,218.849
53.4,15.3,5331.73
63.9,38.7,0.634619
48.5,11.6,6279.79
67.9,25.4,62.8253
47.0,14.0,2530.51
46.3,24.5,5909.55
42.5,-8.4,2784.56
50.7,13.6,2485.46
44.9,13.0,1.07485
50.9,26.5,3000.45
40.1,22.3,641.183
50.4,8.4,12264.6
60.3,28.9,132.088
51.2,25.3,86.6318
53.8,33.2,327.058
47.6,34.7,3440.2
47.1,16.3,7040.92
46.3,-65.5,21.4297
61.7,23.2,1472.11
59.9,15.0,368.596
52.5,8.2,8681.85
52.0,23.5,5185.93
48.9,11.9,7956.56
46.1,33.5,2316.5
51.4,19.7,14162.7
48.9,-5.4,0.572887
48.7,30.3,3320.5
59.6,9.0,1189.93
61.5,23.8,21261.8
62.6,9.4,23.4108
50.7,20.4,8511.38
59.8,6.7,229.479
54.5,31.8,204.581
56.6,27.8,504.805
65.4,-17.6,0.0159997
52.3,17.0,20670.3
52.8,18.4,6407.04
46.8,18.2,5628.06
52.0,36.9,1406.22
56.6,12.7,22495.4
52.9,8.1,4087.03
52.5,19.6,23037.8
66.3,28.7,166.96
42.8,-7.0,582.119
45.9,-67.0,851.78
52.9,6.8,6808.91
66.1,14.5,65.2902
48.4,-53.8,271.818
61.8,8.3,215.141
51.5,23.2,933.174
65.2,-13.6,2.01443
54.5,-8.0,468.851
47.1,28.5,10687.1
54.8,-6.8,2735.85
51.4,18.0,7141.88
40.1,20.4,1626.73
63.5,12.9,477.729
51.5,28.6,881.782
49.9,33.7,1880.21
58.6,36.3,28.4844
49.5,22.3,2853.01
53.2,24.0,1615.05
51.5,19.0,10726.0
56.2,36.6,725.338
45.6,2.5,3555.93
45.4,17.9,347.68
49.0,34.3,2043.58
46.7,4.4,12332.9
64.1,-16.8,0.0388564
46.7,19.8,14781.5
61.2,25.3,550.551
40.9,31.0,2994.6
52.6,39.7,2189.67
49.7,17.2,11014.8
65.4,34.4,0.0115057
58.8,12.5,691.539
44.1,25.3,16354.1
44.2,19.9,30064.4
62.9,26.5,454.625
44.1,16.1,909.071
55.3,38.3,1499.03
50.4,23.6,1999.6
57.2,22.5,21778.2
52.0,11.5,22526.7
44.8,4.3,2613.52
53.4,32.7,376.739
63.4,-19.7,0.0036178
68.9,18.8,61.7194
46.9,36.5,1990.92
59.3,27.1,3826.7
50.6,-4.7,3744.21
63.3,37.1,1.58655
62.8,25.7,71.5784
49.5,32.8,2705.68
44.9,19.2,5609.06
52.2,10.6,21601.7
55.7,-3.4,2343.45
67.2,27.7,52.7296
62.5,9.4,179.655
52.4,-7.5,880.839
58.9,11.8,182.52
46.8,-0.1,14439.5
63.0,27.5,2348.52
65.6,14.2,393.134
53.2,39.3,1296.54
59.7,39.4,51.9098
47.6,-53.3,11649.1
46.8,32.4,1807.71
62.6,22.2,656.769
40.3,-9.0,0.955869
46.5,6.6,369916.0
61.5,24.9,238.331
53.6,-60.9,5.43961
44.7,3.3,3260.71
52.3,39.6,1408.95
40.3,-3.1,1901.97
60.6,27.6,2211.28
52.2,6.9,12233.6
48.3,21.9,8067.86
45.3,35.4,68.8029
53.6,33.9,7.29237
51.4,34.4,1393.76
46.7,26.1,371.987
41.9,-7.6,2189.75
62.2,5.4,411.463
55.5,38.8,991.562
40.8,21.2,196.292
60.9,27.4,246.018
41.4,17.7,0.844344
46.5,14.1,12402.2
67.3,13.2,6.23237
65.5,-13.8,0.162688
53.7,26.3,91.7793
56.4,33.6,110.929
46.7,27.6,8220.58
58.9,9.5,1170.1
53.7,-2.9,9952.3
59.9,15.3,445.693
51.0,-68.4,175.234
50.2,16.9,143.692
47.1,11.1,1907.7
67.1,32.1,182.105
47.6,33.7,3242.08
54.5,29.1,590.848
45.6,22.7,2313.92
42.5,1.3,292.951
55.1,10.1,5178.35
40.0,34.2,9729.05
64.7,11.3,376.024
49.3,22.2,2257.14
48.1,28.3,11658.7
45.3,7.1,12.5346
51.8,31.5,1903.82
46.0,1.0,2286.05
60.1,18.2,1066.79
52.9,35.8,1348.94
51.5,35.2,1486.73
45.4,0.0,4063.9
53.0,20.4,4921.26
43.0,13.5,7363.14
65.7,-19.5,52.0777
49.8,15.6,8331.99
53.1,-4.2,6798.87
44.8,22.3,3839.56
55.2,-5.6,15.9952
65.7,14.8,415.999
46.1,1.0,8514.85
61.8,23.2,62.0217
50.9,15.4,3425.01
61.6,23.4,1160.92
61.6,24.7,266.137
59.9,35.4,85.4304
60.9,29.1,605.665
42.1,19.9,611.322
50.3,39.5,1128.48
58.1,7.1,1808.25
57.7,-7.3,37.3221
43.1,-3.4,330.063
47.9,27.6,10497.4
64.0,38.2,36.0146
64.2,10.1,13.3463
66.1,-21.9,0.00510398
46.3,-62.5,1101.19
40.4,37.0,2369.56
41.5,21.1,23.0585
63.9,-20.4,66.3643
49.8,21.1,9097.67
46.6,7.3,772.797
48.9,19.7,781.368
41.6,2.1,31153.9
56.2,25.4,1223.14
40.2,-2.4,378.063
46.3,5.5,2679.07
56.6,37.9,440.665
56.9,24.2,127154.0
63.8,26.4,596.266
54.5,11.0,229.268
45.9,0.4,3125.06
41.8,-1.8,2931.17
51.1,-0.8,11879.8
51.9,6.6,4988.16
43.3,5.4,40336.7
62.9,17.4,247.175
48.4,25.1,3171.97
45.8,8.5,20676.8
47.3,6.5,2651.14
46.0,-69.6,513.176
53.8,26.5,279.384
49.8,31.6,795.776
50.2,-65.5,283.406
60.8,26.7,66646.4
49.1,18.5,2501.73
43.1,19.9,2594.96
63.0,7.1,9.09132
44.4,38.3,406.262
47.9,-53.3,76.3193
54.6,17.5,2720.36
49.2,31.5,1591.21
57.6,9.5,7.18388
61.1,25.3,470.484
44.3,27.6,14169.0
40.8,19.4,1696.44
59.8,15.8,914.581
46.8,-0.4,4413.23
56.7,11.5,237.737
40.7,9.2,589.607
61.1,13.9,880.657
62.8,25.5,38.4077
47.5,17.6,13247.6
64.8,-15.7,5.88443
52.2,-67.6,24.0058
64.9,38.2,0.000869456
47.8,1.0,9427.5
42.3,-0.7,481.693
54.2,38.8,1579.26
54.2,23.1,4129.31
53.9,-9.3,346.366
48.2,-2.6,4102.37
54.3,19.3,205.269
69.3,20.4,17.7355
63.0,17.9,172.089
44.9,14.1,3323.66
45.7,25.0,3175.66
41.4,34.4,114.172
44.1,23.8,11592.1
53.6,27.9,8068.27
51.3,16.5,1982.93
41.4,-8.6,36481.4
58.5,7.2,168.842
59.7,10.0,11892.3
50.2,17.9,5617.78
65.3,-19.4,3.51095
48.5,4.9,2349.07
41.3,16.0,4131.39
57.0,9.4,7637.22
45.4,37.6,74.7835
48.4,-54.5,0.109838
45.2,2.9,1571.6
40.6,-69.7,12.0282
63.7,16.3,7.17915
65.3,28.3,214.387
41.5,23.7,18076.5
50.5,10.0,6452.04
43.5,16.2,23178.6
56.5,-4.9,7.9976
64.4,-14.5,0.00798776
57.4,39.4,152.731
67.1,29.6,1.58655
62.0,36.4,15.7068
53.0,-66.4,310.55
47.1,32.8,2118.46
52.9,9.2,23193.6
65.8,14.8,60.51
55.5,31.3,235.828
58.3,36.0,65.1004
50.2,30.1,1798.77
48.1,13.4,19903.4
57.3,19.7,1.94867
52.2,7.9,38699.1
55.2,-3.9,803.821
52.2,4.7,12816.4
51.3,7.1,35851.1
54.3,37.0,697.903
63.1,11.2,691.071
59.9,24.1,112.698
56.6,36.2,1094.49
52.8,35.6,1288.66
57.0,39.7,215.468
54.1,28.1,984.78
46.1,-61.1,161.577
40.6,37.7,399.911
41.5,12.8,19216.7
52.9,-66.8,360.135
42.5,26.5,9478.4
57.9,15.2,1074.72
50.3,18.6,24532.4
49.1,4.8,3008.48
44.7,21.9,497.958
42.0,14.7,10816.2
61.5,22.0,484.613
57.0,13.2,3065.81
49.7,34.0,2448.26
51.8,8.0,60413.3
66.1,22.3,369.334
62.3,22.1,1147.76
45.3,14.8,3172.86
45.7,-65.6,9459.88
53.0,31.1,185.67
69.7,31.7,0.0261572
45.8,-66.8,3921.28
40.2,23.2,6519.12
56.4,37.6,511.687
53.9,24.0,1208.73
69.1,27.8,211.835
47.1,-2.2,15722.7
51.6,37.5,1388.7
52.6,30.8,4025.27
43.8,5.8,14869.1
53.0,-1.5,17218.9
55.5,-2.9,1650.07
51.4,25.6,1085.15
44.3,16.0,853.348
60.1,17.8,5419.15
58.3,28.0,7.25923
52.8,36.7,1213.27
53.8,29.0,1507.62
46.1,-62.8,714.924
56.3,26.0,432.375
66.1,28.7,18.783
56.5,29.3,1.90386
59.8,30.7,332.61
66.7,31.5,19.0386
47.0,-67.6,68.4387
59.2,26.6,584.194
55.5,24.0,3908.57
58.2,27.1,1177.18
50.7,37.4,1791.45
46.2,3.9,1473.43
