lat,lon,emission
61.0,35.2,37.1461
63.6,-18.5,100.364
62.7,7.4,1063.83
67.9,33.3,0.158655
64.9,-23.4,26.308
59.1,9.0,1033.39
40.0,30.0,4363.95
48.1,3.1,7334.99
53.5,-60.2,2780.56
66.1,37.4,0.00168828
56.2,33.2,143.408
49.9,38.1,5203.81
62.7,22.6,5360.58
41.9,12.1,24097.1
63.8,11.4,1318.66
46.7,21.4,8895.26
50.7,6.5,16423.4
52.4,-1.8,25255.4
67.1,25.1,15.6451
52.0,1.1,15371.8
52.8,31.1,300.606
45.7,38.7,2223.08
57.1,9.6,10129.3
54.6,27.0,345.921
58.3,33.9,1549.75
62.0,17.2,1295.74
42.2,-4.0,2542.13
64.8,-21.4,34.7667
63.4,10.5,10312.3
44.8,3.1,1414.04
58.1,26.4,1814.03
58.9,7.5,78.036
56.8,-5.6,29.3245
48.9,20.5,12884.2
65.9,26.7,140.298
52.5,30.7,2852.05
50.7,12.9,24404.4
49.7,16.0,9466.24
54.3,-8.1,615.853
56.8,21.7,2360.81
43.5,17.7,510.043
45.6,23.8,45.2391
44.5,24.7,11596.1
56.4,8.8,3509.83
50.6,6.3,8912.83
48.6,-58.3,97.28
49.3,25.9,3743.18
48.4,12.3,9445.85
65.7,-20.0,56.1163
45.8,17.0,4854.55
53.9,31.9,218.48
59.6,5.4,955.019
45.0,36.8,0.377539
63.1,14.2,633.964
58.6,7.7,328.418
42.3,-5.8,4780.82
52.8,27.8,1610.38
46.5,29.3,8422.68
42.0,14.8,6080.01
63.2,29.3,137.152
51.1,-56.5,4.51151
40.7,35.9,3511.34
47.3,5.7,3838.36
47.2,22.8,8185.26
48.7,21.0,454.606
48.0,22.7,5645.78
47.2,28.6,6026.45
57.7,16.0,1221.63
59.9,16.6,10255.9
52.0,20.6,15432.0
63.3,-19.5,0.00138936
56.5,26.0,1029.16
64.1,36.6,6.98371
52.4,31.0,9418.08
51.4,14.3,2384.32
65.0,27.9,226.268
44.3,-66.7,24.0403
55.0,8.3,255.074
50.5,33.5,1697.65
48.7,26.1,2286.47
40.3,17.9,6960.37
53.7,25.8,1390.35
49.9,24.2,6160.81
47.9,-65.4,39.4757
43.5,17.9,4408.72
47.3,2.5,2797.77
65.4,22.5,12.3071
48.3,4.7,2621.13
54.2,-5.8,1580.25
60.5,22.0,11269.7
42.8,21.6,1895.66
42.2,-8.8,44583.1
47.5,16.0,7615.99
54.6,9.5,6717.07
56.4,38.8,675.512
59.8,6.3,31.9238
59.0,28.0,303.06
43.4,21.0,14227.5
47.8,1.1,5766.27
51.9,28.4,506.005
62.9,28.7,5644.8
63.4,11.3,300.935
45.3,27.5,4294.53
46.5,5.6,4764.94
46.2,-68.6,209.665
66.6,27.4,219.773
65.0,15.8,623.59
59.9,31.3,71.3946
52.3,31.5,1082.5
53.3,38.5,1096.26
64.5,36.6,0.000550905
50.0,16.2,8631.23
50.5,26.9,2929.1
49.8,38.4,1883.93
50.0,22.2,24135.4
57.9,26.3,2573.75
40.9,-6.6,793.064
58.8,36.4,327.078
57.8,33.6,939.22
57.9,11.6,2087.88
58.3,33.0,1.58655
56.3,28.3,12.5337
52.6,9.2,18674.8
43.3,24.9,2990.08
53.4,37.5,894.977
64.8,-13.9,144.45
63.3,26.7,300.25
65.7,30.1,13.0368
54.2,16.9,1427.52
53.3,-0.1,3167.31
48.3,-4.0,2213.03
48.7,-4.0,3970.22
55.7,38.6,2924.79
55.6,-4.4,777.251
48.9,33.4,5235.68
49.9,29.9,2838.66
52.5,12.4,1934.23
48.5,23.7,43.1693
46.0,16.8,2385.54
58.6,-70.0,103.765
53.1,-6.7,1171.47
43.8,17.3,301.783
54.5,24.8,4784.36
41.9,12.7,24613.9
50.7,36.1,1603.44
40.8,22.8,5230.92
64.7,-21.3,45.4378
48.4,23.1,1105.3
61.0,5.5,195.018
48.1,22.4,4776.34
43.8,3.2,1587.77
64.4,13.4,266.958
40.5,23.6,872.045
47.2,16.4,11150.1
42.9,11.8,4732.75
55.1,32.3,313.771
50.0,13.9,3732.07
54.3,-8.4,97.5799
57.6,38.0,232.119
40.2,26.6,1893.49
41.2,-5.3,1497.58
45.1,28.7,13134.1
51.2,3.0,8900.05
58.6,28.7,58.9369
41.9,23.7,439.954
57.8,16.6,81.37
53.6,14.2,842.746
42.8,17.8,1086.62
59.6,40.0,148.031
41.9,14.7,11391.0
53.4,15.0,6549.99
43.4,4.3,325.864
44.5,16.9,523.34
54.5,9.7,3881.96
49.8,28.7,1730.31
44.1,16.7,312.297
46.6,-2.8,0.537137
45.8,-61.6,16.347
54.2,-8.7,421.506
45.3,19.6,2795.28
59.0,27.4,390.01
44.8,34.7,984.542
56.4,-5.8,521.785
60.0,35.1,14.4598
59.7,14.1,10566.6
49.9,37.5,2129.0
64.8,35.6,0.00144215
40.9,25.6,2575.79
45.3,-0.6,7681.36
58.5,31.9,17.8631
55.8,11.7,691.943
48.9,22.9,1816.61
46.0,16.9,10667.2
49.6,11.1,13828.8
47.5,-66.8,255.418
45.8,20.6,12449.6
47.0,21.3,2935.71
52.6,28.8,1806.67
43.7,-0.7,3873.36
63.1,24.3,147.493
52.4,38.0,1959.49
63.2,9.5,110.731
64.0,38.7,4.28368
68.5,29.4,10.3126
46.8,7.7,3809.12
53.9,8.5,199.799
66.9,33.7,1.42789
44.5,27.5,7932.44
50.0,6.4,5164.24
53.7,-9.9,440.518
52.2,36.3,1204.1
52.3,16.7,13149.7
65.3,-14.9,31.128
56.9,-4.9,4.50117
47.1,-69.2,407.815
60.4,37.7,1.58655
47.8,11.3,5001.24
51.4,15.7,102.799
52.8,37.3,1089.99
60.0,17.6,4056.06
40.8,36.7,560.456
54.1,19.8,3030.49
41.5,-7.9,2142.46
46.9,13.4,1212.86
46.9,11.1,36.4148
58.2,-4.8,316.743
42.9,1.7,1791.55
46.6,39.0,983.04
45.6,18.2,5128.33
56.2,8.4,1027.04
54.8,35.2,199.404
53.8,16.3,2057.66
50.3,-66.5,0.228561
52.1,9.6,8677.97
47.1,23.3,3963.07
58.2,20.4,1.57284
40.4,24.0,0.452367
51.4,19.6,23796.9
50.4,29.1,1646.26
54.5,-7.5,2540.97
48.5,-66.7,6.55145
49.2,36.1,2044.54
48.4,7.2,13524.9
49.9,13.5,8289.01
50.2,15.4,11921.9
48.6,19.4,199.354
44.0,18.7,302.643
45.9,-62.9,315.16
56.0,39.3,14.5962
54.9,26.4,122.958
50.4,35.6,1826.45
47.7,1.9,4668.09
55.1,-6.8,4066.59
50.1,3.6,12108.1
62.6,29.9,7098.95
47.1,32.1,1960.77
55.2,35.1,85.3177
46.7,31.3,1708.38
40.1,-6.8,3391.8
45.2,-69.1,1181.73
64.0,29.5,364.169
51.1,3.2,26409.3
50.6,26.7,2180.05
41.3,-1.5,504.659
45.8,3.2,16610.2
48.7,23.2,805.406
64.3,26.4,56.0083
57.1,26.2,680.354
62.9,24.9,569.246
48.1,4.6,4017.78
68.3,17.3,630.622
40.8,9.5,2568.23
46.7,32.4,2607.29
44.4,11.4,20879.9
55.5,39.6,971.011
48.1,-3.7,4829.87
50.3,21.6,1039.58
61.9,24.5,1433.76
65.4,-23.3,27.6538
48.5,-69.4,8.71413
65.7,31.1,141.52
67.6,29.0,16.696
60.0,20.5,3.55791
53.0,16.8,2797.36
49.5,19.8,6465.79
40.3,-0.9,271.617
56.7,39.7,341.157
50.0,2.0,12764.5
48.4,39.4,2144.63
55.4,-2.0,856.548
63.3,9.4,232.041
66.5,26.5,41.9853
48.7,4.0,3396.48
61.5,37.6,23.9854
55.1,-7.5,2171.13
59.5,14.1,234.577
60.7,38.2,32.3658
59.8,34.2,10.2359
41.3,1.4,598.504
51.3,12.3,216263.0
43.5,17.6,482.234
59.7,20.5,9.91993
40.7,0.8,1609.36
51.2,6.7,76836.5
40.6,17.4,4101.42
40.5,8.1,148.953
51.1,15.4,5348.03
52.0,13.8,2374.88
65.7,-20.9,0.00242523
45.3,7.4,2729.4
56.4,-3.4,2668.89
59.4,39.7,224.798
55.1,9.6,448.701
60.6,25.2,12059.9
50.6,25.3,3776.95
69.4,31.1,6.34619
47.0,38.7,0.650957
41.1,28.2,8175.51
46.8,21.6,9970.03
51.2,-2.5,13155.2
55.1,29.8,1588.4
53.2,29.5,2046.96
40.9,8.6,2208.54
54.8,34.9,62.034
65.7,21.5,679.26
68.8,26.9,148.836
48.8,34.9,1905.86
64.7,35.7,2.92746e-06
47.7,5.9,2887.52
54.4,20.3,527.986
57.6,31.4,128.319
54.2,25.3,3192.61
44.8,38.5,3835.87
44.3,20.6,12316.8
44.6,1.2,3282.24
67.4,33.4,39.8223
43.0,25.3,4179.11
40.3,-69.2,9.20887
54.8,-3.9,1039.14
40.0,28.5,6641.49
57.0,39.3,627.117
47.8,37.6,3683.68
63.1,32.3,79.01
60.4,13.4,17.2023
58.5,35.6,87.1393
47.6,-69.1,439.731
51.5,4.0,7326.56
52.0,-7.7,2205.58
66.6,27.8,10.435
57.3,34.5,23.3062
64.8,-22.8,103.886
50.7,33.9,1702.25
41.3,23.3,3989.64
43.0,24.8,2008.27
47.5,14.9,5465.28
51.5,5.0,14012.9
53.1,-1.4,21052.1
58.7,26.2,1148.81
44.5,16.3,1048.83
62.7,8.5,329.156
52.9,37.2,1210.34
50.3,7.7,17031.9
64.9,11.8,354.645
52.0,37.9,1467.97
54.0,23.3,2288.51
47.1,37.4,3935.28
50.9,5.4,31324.2
57.4,14.1,9968.37
67.5,30.3,236.051
46.5,10.3,160.325
55.5,13.6,4333.83
58.6,31.3,1403.89
53.1,35.3,1824.84
61.5,21.5,15895.2
68.4,15.1,205.587
47.5,25.6,7260.04
46.0,16.4,8728.7
65.5,27.0,25.428
69.4,28.3,53.3089
49.1,15.0,15628.7
50.3,-66.8,8.05285
65.4,-19.4,41.7261
51.4,28.0,126.582
46.4,-68.3,504.777
42.3,25.4,4089.62
49.9,9.6,6396.46
52.6,-8.7,21823.3
66.8,14.9,0.446414
41.2,34.8,2617.03
64.3,19.9,19.2799
56.3,10.6,3347.53
60.5,36.4,26.0665
51.5,34.7,2613.68
48.0,0.1,30280.8
46.0,12.8,16202.7
53.4,7.5,12399.4
42.7,1.2,291.314
51.9,17.4,11829.9
52.2,-4.1,1232.58
46.0,12.6,13074.1
48.2,-3.8,3362.49
53.5,19.5,10816.3
60.8,37.0,24.4328
49.2,-68.4,15.2719
51.5,5.7,9233.02
64.5,16.7,168.658
49.5,6.0,52113.3
42.3,13.9,11441.0
41.7,-5.0,845.396
45.2,36.0,2902.37
50.1,34.6,2050.75
53.8,7.7,0.466338
45.2,1.2,1878.35
46.3,-60.3,119.408
60.9,14.9,371.445
55.5,38.9,1032.77
46.0,-65.1,7753.83
52.8,39.6,1361.46
55.5,39.1,1000.85
50.0,24.3,2559.53
53.9,9.6,8626.41
46.4,38.4,1942.77
55.7,30.5,388.431
45.7,12.4,27291.3
43.1,12.2,11526.5
48.2,-69.7,462.683
45.6,2.9,4345.01
48.3,23.5,304.232
42.3,1.7,2181.35
58.7,20.6,5.55592
55.3,38.0,942.636
49.2,5.6,8616.48
52.1,8.0,12920.9
52.4,22.3,3379.49
55.7,13.5,8734.96
43.8,22.5,5271.2
57.8,37.1,329.524
48.6,8.6,12421.2
42.0,20.4,7711.7
53.5,17.7,4273.19
55.7,38.5,1514.35
45.8,21.9,6034.59
55.5,23.9,3418.1
51.9,32.3,1621.62
66.1,32.8,0.951928
50.8,4.2,106523.0
49.3,16.0,10595.1
66.4,-15.1,0.00040884
47.6,-59.4,16.5462
57.5,29.8,148.076
56.9,29.8,297.818
45.6,5.0,35587.7
47.7,1.7,2482.71
54.0,33.5,783.687
52.4,33.6,8.91457
42.5,22.7,835.864
51.5,32.2,2092.69
56.3,36.0,31.3393
50.7,-56.2,57.5217
50.7,30.0,1459.94
59.4,32.6,0.793273
41.6,2.4,26914.7
42.8,13.8,22854.9
42.4,22.0,1432.21
59.4,12.1,1902.17
47.1,36.8,1993.04
42.0,24.5,6463.95
65.0,17.7,22.563
43.7,-3.9,1.45174
42.2,2.2,4015.53
45.0,26.9,8932.84
67.4,32.0,1.58655
65.7,22.9,85.0827
43.2,-5.8,77971.9
50.7,13.3,4730.57
59.5,29.0,33.4446
43.9,7.9,9491.69
59.7,6.8,13.4789
44.6,5.3,1194.58
53.1,14.9,5713.48
60.4,33.1,152.295
51.9,9.5,8417.72
46.8,36.5,2909.86
40.6,8.4,4805.05
51.8,-5.5,11.3299
48.8,18.4,1973.9
55.3,25.9,1191.06
64.5,19.4,15.8814
58.0,35.8,65.9694
57.3,21.9,1013.43
45.8,-63.5,910.383
62.0,5.0,191.293
58.7,25.6,339.093
44.6,6.3,941.834
42.5,24.2,1833.94
41.9,9.0,554.053
45.3,-64.3,85.7186
44.1,19.6,1600.75
65.2,18.6,682.479
41.4,35.2,2714.95
61.3,27.8,41.2991
40.3,28.5,3469.49
62.5,26.5,3259.89
64.3,-17.2,0.0388564
45.5,37.4,0.0162723
56.2,14.7,5000.81
58.8,35.7,31.8672
57.3,28.2,235.073
47.8,6.9,5767.28
53.1,-2.0,1203.65
69.2,16.9,34.0521
40.7,25.7,0.410684
49.8,25.7,3038.36
52.7,35.1,1342.1
65.1,-16.2,1.40885
52.9,-3.3,542.891
43.0,12.3,39395.1
59.3,26.4,5703.02
50.7,8.1,10184.6
45.3,-0.3,3494.37
52.3,6.7,9482.97
46.6,-1.5,26545.3
47.2,10.1,3815.87
62.6,13.2,231.948
63.1,24.0,2726.97
47.9,1.5,4966.01
53.3,-2.5,11685.4
47.6,4.4,1937.64
52.6,20.7,5433.19
64.9,17.8,54.3564
49.2,29.6,2263.03
48.5,35.5,1347.87
42.4,26.5,17164.2
52.6,32.2,708.067
44.3,5.1,4899.68
64.5,-14.2,0.0180959
40.8,36.2,3047.84
51.3,29.0,327.187
48.6,20.7,1425.08
46.7,-69.9,193.944
42.8,25.3,19437.8
49.0,4.2,6740.35
44.4,-66.5,23.5537
48.9,25.0,3960.94
59.8,11.9,310.22
59.3,35.1,73.1398
67.5,28.5,23.9144
48.4,34.6,10047.5
56.3,9.4,7267.19
57.4,26.9,1907.75
44.8,28.2,2568.75
42.7,26.7,7839.77
55.1,12.0,10617.7
57.8,26.5,7092.29
60.8,23.4,7440.74
54.0,34.6,257.029
44.0,-68.7,447.742
58.4,-6.5,369.758
41.9,26.6,6541.02
67.3,14.9,180.192
64.2,10.9,379.643
56.7,36.4,44.5128
50.2,9.7,3323.57
64.5,26.5,26.3773
69.3,34.4,0.00252098
46.5,25.8,1676.24
47.8,30.2,4615.01
50.3,-62.8,254.712
40.7,15.5,7597.47
56.0,27.3,721.602
48.7,29.8,2479.8
52.3,15.8,4003.9
65.7,13.8,56.6259
51.0,18.0,5916.84
45.1,37.7,2345.15
63.1,7.7,5671.33
51.9,36.2,1668.11
52.3,1.0,4756.98
57.4,-5.9,170.315
53.6,16.6,2695.98
53.7,28.3,1643.49
44.0,0.7,3556.78
50.5,16.8,12652.1
41.6,2.0,15748.0
50.7,30.5,579.342
53.6,37.9,957.794
56.7,21.1,1443.34
46.4,34.7,2020.54
43.5,3.2,2308.88
59.5,27.9,0.0129554
58.6,11.2,2662.07
49.2,-57.5,647.418
43.4,-6.1,2713.86
51.6,39.3,5845.28
47.3,14.1,880.835
42.4,-5.6,4051.76
43.3,2.2,3873.86
45.0,2.0,1828.92
57.5,18.7,577.938
54.3,-2.7,2008.48
51.8,25.8,1098.66
51.8,1.2,5097.16
48.7,5.2,7298.47
55.2,-3.0,214.413
47.3,18.7,12713.4
53.3,36.0,1351.99
48.0,-53.1,1247.57
53.6,16.9,3208.49
65.7,-17.4,8.66924
60.7,33.4,143.815
54.1,38.8,1082.48
40.2,-7.3,1082.65
40.5,-69.4,16.6878
49.7,-56.5,1.12788
50.7,25.2,6236.1
46.1,27.6,8369.9
58.6,-5.1,34.6562
40.4,1.8,0.579443
40.0,-0.4,1561.34
43.1,-7.9,3245.39
57.1,39.7,102.214
68.7,16.1,716.942
59.6,29.9,549.999
47.7,37.0,2409.03
62.6,23.4,299.254
53.8,11.4,16615.4
44.8,21.3,7896.89
54.0,-7.7,553.096
59.4,7.3,130.681
40.2,29.0,133499.0
46.1,5.9,13666.5
52.5,-8.8,2137.33
52.1,24.3,8254.78
46.9,2.4,7964.93
52.6,11.9,166239.0
49.2,39.0,2027.15
54.0,24.7,4152.63
49.9,-67.5,1.0705
40.4,24.1,0.433777
44.0,1.9,4253.46
43.4,-0.1,2028.17
59.4,24.0,4.01928
68.8,26.5,31.6465
40.8,0.7,7351.37
40.0,28.8,1306.75
40.9,14.2,16867.3
57.5,39.1,0.793273
48.3,37.8,7568.02
48.7,8.9,32859.6
47.4,13.7,5015.61
48.6,21.5,3845.1
47.0,-55.2,2508.43
50.7,32.5,1811.09
45.5,2.3,5241.08
58.8,34.5,399.043
40.8,30.6,9011.75
45.8,3.7,6424.8
53.3,-60.3,1215.91
50.6,2.8,30315.3
58.4,37.1,358.647
40.3,0.0,1297.78
43.4,5.6,13917.1
50.6,16.0,2762.22
55.2,26.5,608.032
46.5,39.1,2155.53
55.5,11.0,134.236
41.4,35.5,7281.33
52.0,4.4,17586.8
65.2,-21.9,11.7784
40.9,18.3,0.378301
69.2,23.7,392.092
51.5,-0.6,20407.5
48.9,-0.2,4992.24
56.7,20.9,0.311189
67.4,33.3,10.1539
66.6,27.1,4.174
41.3,25.3,8784.85
51.0,0.5,9081.49
54.4,22.3,563.814
45.2,9.7,16117.3
57.1,14.8,299.557
43.2,2.8,12571.6
42.4,9.0,137.448
57.9,20.1,11.9513
54.8,9.7,3196.88
54.3,20.8,1374.57
41.9,-0.9,459.578
59.3,18.6,2768.21
46.4,-64.7,1587.05
68.9,15.8,8.76525
53.0,31.0,0.0075319
44.1,9.7,12913.6
57.8,-8.6,5.33173
65.3,28.6,58.2305
60.7,30.2,22.7338
61.2,32.4,1.42789
41.2,0.7,1327.86
59.6,23.9,8.17413
68.3,18.8,91.1489
54.5,30.4,33749.6
58.7,34.9,105.188
43.3,27.3,6902.06
57.9,-6.6,5.33173
52.7,20.5,3678.28
44.1,10.8,2967.27
50.0,2.6,6058.57
42.0,-3.9,935.667
53.4,39.9,896.39
46.3,18.0,7126.17
46.6,10.1,352.018
44.2,-66.9,26.3725
47.8,9.3,5918.74
40.7,-7.2,2843.64
54.2,17.5,1579.88
50.6,-2.7,1199.11
58.9,17.0,769.993
50.3,13.3,127138.0
45.6,21.8,10646.0
56.1,27.4,1589.15
64.5,37.6,10.1539
51.3,11.2,8991.25
45.8,-4.2,0.415141
66.2,22.1,640.088
60.2,8.9,840.346
47.6,19.9,9913.52
47.8,-65.0,362.048
60.6,9.0,261.192
63.5,9.6,40.4368
65.3,-15.3,2.14342
68.8,33.3,4.91829
49.5,-55.8,537.993
52.6,39.9,1375.09
47.3,12.8,15768.1
48.4,-65.0,0.808004
47.7,8.2,3395.51
54.2,37.0,1071.85
46.5,20.1,6829.99
42.3,23.6,758.776
52.7,38.1,1349.22
50.1,21.6,4821.04
58.1,14.5,3515.77
43.4,-5.2,1781.68
47.5,7.8,20022.8
42.3,22.1,845.328
40.2,26.7,145.064
66.9,28.9,573.106
58.3,7.0,704.1
66.8,13.5,247.587
64.8,36.5,0.00769423
54.7,9.9,2940.07
48.9,31.5,2093.83
55.5,32.4,510.046
40.3,29.2,2926.49
44.7,-67.6,1129.9
55.0,31.2,112.107
68.6,27.5,16358.1
40.9,15.6,17152.6
49.6,23.2,3191.71
52.8,22.9,1850.65
41.6,32.8,100.901
65.4,34.5,0.00717369
48.8,33.8,1752.76
66.0,37.1,0.000275832
53.1,18.2,5233.8
45.4,6.1,77805.2
46.2,26.2,57.6199
54.2,38.2,1112.36
54.9,12.4,1653.18
55.4,-2.4,270.016
44.6,17.4,401.797
64.8,28.2,188.991
62.2,22.7,373.587
45.2,-67.3,4200.18
57.3,35.5,322.521
43.2,19.0,239.541
61.5,25.0,143.565
59.8,5.9,343.697
53.0,39.0,1509.09
58.9,26.4,207.238
41.8,22.4,8436.92
48.3,17.2,3540.55
48.4,11.8,10944.0
41.3,27.4,9319.21
57.5,14.6,2237.41
47.6,30.9,2821.07
57.0,-4.6,7.33113
41.1,26.7,10309.9
40.6,18.8,0.603581
60.9,30.4,2.06251
51.8,-0.6,14165.6
45.9,-0.7,4068.97
60.1,22.4,208.601
53.7,-6.3,3950.12
41.3,15.4,6019.41
56.0,9.7,5591.8
52.8,15.4,1992.47
44.5,25.2,13906.8
43.2,28.0,5611.32
49.4,24.2,3155.4
61.2,12.2,1207.97
41.1,16.1,1822.79
64.5,25.7,400.552
54.8,26.6,1659.77
47.6,-68.0,16.5444
46.5,33.4,2557.26
65.6,21.5,607.951
55.6,21.1,28700.9
47.3,27.8,9661.6
60.9,15.8,11.2785
63.7,-21.2,0.0424122
51.5,37.4,1400.12
50.6,39.3,1606.12
41.4,-7.3,2997.3
51.1,-1.7,3171.67
51.3,24.9,1313.35
53.7,19.4,460.184
50.8,26.7,1425.58
46.4,2.8,3885.19
48.8,-69.6,3.03104
46.8,6.9,10988.4
60.4,5.5,2143.58
48.4,39.0,5956.15
49.2,19.0,1387.56
52.4,36.0,1186.11
42.5,8.9,1616.71
49.4,-57.6,0.252447
52.6,29.5,969.947
66.5,21.2,494.239
40.6,-4.7,20248.5
65.2,28.0,47.6893
43.0,12.2,14567.3
53.7,-1.8,18443.2
48.2,5.4,2707.03
51.9,29.8,380.6
47.5,33.0,1459.7
60.8,-0.9,66.5172
64.1,36.7,0.0010579
65.6,29.0,18.7789
43.9,21.7,385.117
64.8,12.4,397.823
52.9,33.6,283.383
48.6,-57.9,0.00844909
52.7,12.2,1300.41
47.6,3.4,4254.69
48.5,17.6,4934.11
47.5,-53.5,139.927
48.3,17.7,6260.3
60.3,27.7,0.00518941
46.1,4.4,3795.81
64.2,19.9,556.419
57.0,10.0,29916.0
47.3,28.5,11835.2
66.2,39.9,0.00576374
44.4,-66.1,1089.41
52.7,-4.2,386.216
58.6,8.2,811.292
61.5,5.0,3372.92
40.8,8.9,2084.68
46.0,-60.6,397.097
60.5,15.0,1931.94
52.6,13.0,4672.61
52.0,14.2,1778.56
50.0,34.6,2280.7
52.5,25.7,291.145
47.9,3.3,10246.4
43.5,28.5,3493.31
46.8,-53.2,0.202778
51.4,-56.5,267.344
47.1,20.1,32854.9
44.7,37.4,585.69
45.4,9.8,15125.4
50.3,33.6,1756.92
49.1,13.5,4131.22
53.6,22.2,1827.49
57.0,25.8,5709.86
63.3,18.8,1470.38
50.2,28.0,880.086
49.6,37.8,1729.35
49.8,21.4,7160.01
47.6,19.8,5976.48
42.5,-9.1,4893.86
52.2,18.5,4084.08
49.8,16.0,12036.6
55.5,-2.7,4107.4
54.0,16.1,2005.47
50.3,10.5,5657.7
58.9,7.8,36.1803
55.6,35.1,103.226
51.6,22.2,3621.53
48.1,22.7,6505.24
64.3,17.7,478.87
48.5,-54.4,0.143635
56.5,14.7,885.304
52.2,39.8,1501.64
48.2,13.0,20323.0
42.3,-8.2,5998.71
50.3,-65.3,295.648
45.5,-63.1,55.8228
51.7,4.7,4922.37
48.6,26.0,5416.26
62.6,9.8,1200.25
61.9,25.1,127999.0
47.7,-65.7,208.524
65.0,35.3,0.00100097
46.4,-1.7,7663.54
40.1,28.2,10112.9
52.8,-7.9,888.892
56.8,30.5,1.26924
50.7,37.5,1888.85
56.1,-4.7,145.141
48.0,30.3,2994.2
44.8,22.9,13850.8
48.8,34.2,1735.52
52.2,18.9,6015.69
40.4,-6.4,108.764
41.0,33.0,2639.55
47.9,39.5,1842.6
62.8,11.8,668.596
48.5,33.3,1803.32
60.6,36.7,69.3026
63.1,21.8,4501.74
60.6,29.5,127.507
43.0,-1.7,596.472
46.7,16.1,8327.91
42.3,0.1,1086.01
47.5,27.9,2652.38
51.6,-1.4,8893.41
56.1,13.9,2857.57
65.0,27.7,363.592
66.0,20.0,120.282
50.9,12.8,16758.9
46.0,17.7,9286.61
49.2,-68.7,8.42948
45.4,-63.2,1810.99
53.1,26.4,2146.02
63.7,27.6,77.1068
59.3,14.4,15182.2
54.2,32.1,669.632
41.9,15.5,161.883
53.2,-6.9,2367.98
47.7,39.8,3325.43
43.5,20.0,3494.08
61.0,22.1,1294.45
53.7,18.6,7395.45
58.0,33.5,105.188
40.8,-7.9,2350.51
40.2,30.3,5417.52
62.4,8.4,26.2485
42.7,1.1,303.565
59.2,35.6,40.4479
65.1,30.5,0.951928
40.4,15.7,4372.21
45.0,23.4,6063.74
47.7,-1.5,7027.07
46.2,16.0,12714.7
61.5,38.6,164.405
50.6,10.3,9070.99
52.9,39.2,1308.95
50.2,-68.0,1.45664
67.3,14.8,420.314
48.0,6.6,9490.37
44.6,21.1,31102.6
40.0,18.6,0.697732
69.4,30.0,347.929
49.2,-68.1,142490.0
69.4,25.2,436.432
51.7,11.8,6468.58
51.7,-2.8,2447.43
54.0,-1.2,3497.15
48.5,-1.0,2930.42
49.1,39.7,1794.87
55.5,39.5,1980.71
50.7,35.5,1600.72
47.6,13.3,50.9029
45.0,-3.7,0.458475
47.6,20.0,6371.96
61.8,24.0,239.933
50.4,34.4,2615.85
56.6,39.6,909.936
57.7,22.4,98.0066
47.4,15.6,4679.13
60.3,37.8,15.7068
51.2,12.1,9790.27
54.2,-8.1,57.1652
57.5,35.5,208.401
61.7,5.8,471.163
44.4,25.0,7831.01
52.8,26.9,214.612
52.7,35.6,1140.01
45.9,19.2,1729.23
49.7,19.2,8607.9
55.3,25.6,2007.88
55.9,27.3,1993.63
49.9,-68.9,0.120288
59.5,20.8,2.90414
54.7,31.6,536.851
44.4,-4.9,0.57846
63.0,13.9,183.311
66.3,22.1,248.037
